414	3	3827	2747	551	283	86	160	12
415	3	2892	2025	469	138	87	173	11
416	1	6865	3916	663	430	305	1551	13
417	4	2180	1461	282	140	61	236	11
418	2	931	514	270	77	24	46	11
419	4	1047	703	161	84	37	62	11
420	5	644	406	53	32	25	128	11
421	2	13250	7742	2548	1156	431	1373	13
422	4	2179	1355	230	164	62	368	11
423	3	36055	27705	3860	1832	729	1929	14
424	3	2775	1612	669	262	70	162	11
425	4	19870	16911	1570	751	152	486	12
426	4	17145	14438	1558	667	159	323	11
427	4	48841	41280	3804	1505	501	1751	13
428	1	30705	21965	3231	1784	759	2966	13
429	6	1977	1083	281	189	107	317	12
430	5	2741	1640	337	242	122	400	12
431	1	1928	1021	253	224	121	309	11
432	5	8386	4825	1363	787	442	969	12
433	5	1434	883	110	105	45	291	11
434	1	4157	2438	593	407	187	532	12
435	2	175	85	19	28	9	34	11
436	2	105	35	15	12	11	32	11
437	4	2878	1998	561	184	58	77	11
438	4	1364	888	247	110	36	83	11
439	4	2060	1124	269	136	67	464	11
440	2	12629	7592	2191	1100	514	1232	12
441	1	5873	5343	172	115	45	198	11
442	4	17979	11086	4131	1361	406	995	13
443	1	73920	58306	10769	2297	672	1876	13
444	2	46047	24354	13742	6275	930	746	12
445	4	1560	1012	256	100	39	153	11
446	1	1167	837	104	76	34	116	11
447	1	13965	11056	1724	443	164	578	12
448	4	3613	2309	559	251	119	375	11
449	1	1300	949	161	78	36	76	11
450	2	2889	2072	527	143	49	98	11
451	4	3007	1963	607	243	75	119	11
452	4	178117	123083	42844	10012	1020	1158	13
453	6	6642	3167	1282	782	522	889	12
454	6	637	400	99	44	29	65	11
455	2	1632	1245	184	78	47	78	12
456	4	4778	2597	734	528	209	710	13
457	6	3024	2235	401	168	82	138	11
458	1	300	106	33	28	14	119	11
459	2	2066	897	443	279	141	306	11
460	2	4380	3283	778	189	69	61	11
461	2	464	264	66	48	27	59	11
462	2	5401	3583	1012	374	128	304	13
463	1	57943	47074	5784	2120	692	2273	15
464	2	242	99	23	21	11	88	11
465	4	670	306	70	62	43	189	11
466	1	155028	132072	15013	4421	827	2695	13
467	1	2673	1814	398	214	64	183	11
468	2	584	291	112	96	36	49	11
469	1	5588	4101	652	266	116	453	11
470	1	674	422	76	48	30	98	11
471	4	7163	3744	1464	1141	326	488	12
472	4	514	337	55	42	23	57	11
473	4	12368	7591	1319	1091	507	1860	13
474	1	2974	1781	487	254	137	315	12
475	1	2520	1509	379	239	95	298	12
476	2	140	64	32	9	7	28	11
477	4	5129	3057	638	444	254	736	13
478	4	38828	21804	4657	3556	2133	6678	15
479	4	796	454	101	66	35	140	11
480	6	6771	3577	841	684	363	1306	13
481	2	990	364	152	147	70	257	11
482	1	909	716	64	43	24	62	11
483	2	328	159	25	30	11	103	11
484	2	1709	968	169	125	81	366	12
485	2	2966	1910	350	243	115	348	11
486	2	4318	3103	690	249	81	195	11
487	2	1502	802	260	167	90	183	11
488	2	29239	19655	4554	2003	716	2311	13
489	2	7145	5132	1044	455	164	350	12
490	5	602	345	49	34	31	143	11
491	1	12636	9389	1176	678	323	1070	13
492	4	842	517	84	86	43	112	11
493	2	3255	2495	575	92	34	59	11
494	5	1619	889	259	165	98	208	11
495	6	9440	5252	1267	937	545	1439	13
496	2	649	419	107	58	25	40	11
497	5	4457	2212	503	539	322	881	13
498	1	45471	28150	4845	3129	1733	7614	13
499	1	4368	1886	1527	543	110	302	11
500	5	392	168	61	64	26	73	11
501	5	173	59	7	16	9	82	11
502	2	496	242	94	58	31	71	11
503	1	504	175	14	27	18	270	11
504	1	1184	630	254	160	56	84	11
505	4	1129	790	158	82	34	65	11
506	1	491	292	95	49	18	37	11
507	2	1201	636	410	112	22	21	11
508	6	468	321	79	22	11	35	11
509	2	1741	1425	199	70	15	32	11
510	4	3039	1217	438	353	209	822	11
511	4	3383	1923	386	249	128	697	11
512	4	596	282	66	48	29	171	11
513	5	18886	11747	2131	1494	810	2704	13
514	5	2713	1466	238	192	140	677	11
515	2	2791	1539	451	273	183	345	11
516	6	665	472	124	35	13	21	11
517	4	122	88	4	3	4	23	11
518	4	1014	568	162	77	53	154	11
519	2	1239	678	282	134	50	95	12
520	2	4434	2262	966	510	263	433	12
521	1	3637	2403	451	229	103	451	12
522	1	4398	2928	651	347	157	315	12
523	2	2521	1760	287	134	57	283	12
524	4	280	191	29	16	11	33	11
525	2	515	274	74	51	37	79	11
526	2	324	180	33	44	18	49	11
527	4	239	121	47	24	17	30	11
528	1	5157	3528	948	353	93	235	11
529	5	1831	1227	297	152	40	115	11
530	4	4022	2578	529	327	160	428	12
531	4	20760	13284	2916	1833	868	1859	13
532	1	5382	3112	709	579	302	680	13
533	1	14871	13206	778	309	116	462	11
534	5	3777	2648	603	246	86	194	11
535	4	589	420	72	38	16	43	11
536	4	1548	1008	145	125	68	202	11
537	4	4735	2894	955	549	142	195	11
538	1	8749	6044	1314	597	164	630	12
539	2	7162	4876	1059	487	179	561	13
540	1	1656	1038	154	135	79	250	12
541	4	2166	1420	390	200	45	111	11
542	4	117294	81975	18685	8096	2370	6168	14
543	4	48719	32811	6055	3687	1589	4577	13
544	1	21291	14618	2215	1445	854	2159	12
545	1	8475	5967	913	575	276	744	12
546	2	25795	18599	3211	1670	612	1703	13
547	1	19073	12678	3858	1601	331	605	12
548	2	1507	934	297	142	43	91	11
549	6	4666	2636	531	505	203	791	12
550	1	3550	2518	454	219	112	247	11
551	1	1247	847	126	80	36	158	11
552	2	388	165	27	27	30	139	11
553	2	970	437	281	152	47	53	11
554	5	4978	3477	491	285	146	579	12
555	1	645	382	80	48	34	101	11
556	4	450	221	42	39	22	126	11
557	1	577	302	66	64	37	108	11
558	3	2383	1693	282	144	62	202	11
559	4	3628	1956	630	361	162	519	12
560	5	857	444	136	96	41	140	11
561	5	274	124	39	33	20	58	11
562	3	15264	8543	3301	1650	489	1281	13
563	4	606	322	99	83	37	65	11
564	3	887	522	148	92	46	79	11
565	3	108525	63751	25720	11395	3077	4582	15
566	3	1155	657	209	131	63	95	11
567	3	10778	7370	2263	651	186	308	11
568	3	848	499	151	105	34	59	11
569	4	598	248	149	80	43	78	11
570	2	12238	9521	2080	355	82	200	12
571	3	10506	6974	1866	618	221	827	13
572	2	291	104	40	41	24	82	11
573	4	1721	1018	355	170	69	109	13
574	2	1823	989	542	189	43	60	11
575	3	1046	718	197	77	16	38	11
576	3	5497	3873	930	345	112	237	12
577	2	4216	1880	1200	660	197	279	13
578	2	749	369	135	100	50	95	12
579	2	897	531	77	69	46	174	11
580	1	554	345	53	33	27	96	11
581	1	2785	1857	456	191	85	196	12
582	1	3509	2268	452	270	131	388	12
583	5	2807	1550	294	232	147	584	13
584	1	1344	859	172	106	53	154	11
585	2	1386	690	259	165	93	179	11
586	2	353	170	65	46	28	44	11
587	2	39030	18002	10881	7804	1414	929	12
588	2	4177	1803	1038	764	209	363	11
589	2	8170	3800	2201	1684	307	178	11
590	4	692	391	89	75	38	99	11
591	1	5984	4517	802	306	118	241	13
592	3	8134	5600	1539	494	138	363	12
593	2	1401	973	196	97	47	88	11
594	2	1110	773	169	75	31	62	11
595	2	34460	22426	9135	2044	369	486	12
596	2	29266	20001	6783	1350	285	847	13
597	4	904	386	48	63	49	358	11
598	1	880	546	130	86	39	79	11
599	1	1849	1067	229	248	84	221	11
600	4	603	348	74	67	19	95	11
601	1	101	62	15	4	2	18	11
602	1	2326	1376	455	213	82	200	11
603	1	396	228	76	44	17	31	11
604	4	6768	3571	2233	621	148	195	11
605	5	9436	6301	1176	680	303	976	13
606	1	10707	6041	2936	917	211	602	13
607	5	58072	36172	10156	4626	1821	5297	15
608	2	2018	961	434	241	161	221	11
609	4	5410	2828	725	587	360	910	12
610	1	26501	17551	5601	2427	366	556	12
611	1	5780	3524	1298	513	140	305	11
612	4	755	465	64	51	41	134	11
613	4	1860	1155	196	161	85	263	11
614	4	552	408	37	30	26	51	11
615	4	1612	825	210	182	119	276	11
616	4	1196	731	101	93	54	217	11
617	4	1525	777	117	123	67	441	11
618	4	2192	1329	218	178	119	348	12
619	4	1217	778	123	85	58	173	11
620	4	2056	1266	174	143	101	372	12
621	1	6687	5320	981	172	43	171	11
622	1	39934	29035	7341	1973	507	1078	15
623	1	2615	1874	397	164	69	111	11
624	1	38065	27789	8447	1283	186	360	13
625	1	3079	2080	506	234	91	168	12
626	1	1196	923	94	63	38	78	11
627	2	283	234	33	10	1	5	11
628	5	1034	640	92	67	49	186	11
629	1	1714	1344	202	99	23	46	11
630	1	1752	654	137	107	128	726	11
631	1	1200	548	143	188	112	209	11
632	2	1176	673	166	114	57	166	11
633	2	1589	925	424	142	31	67	11
634	1	11740	6412	1926	1083	473	1846	11
635	2	334	240	28	16	10	40	11
636	4	697	475	118	53	13	38	11
637	3	2073	1284	549	164	30	46	11
638	3	1885	1296	343	159	24	63	11
639	4	1012	636	141	83	48	104	11
640	1	691	406	85	51	17	132	11
641	5	870	529	82	55	29	175	11
642	1	7045	4935	817	482	240	571	12
643	2	1236	785	228	101	40	82	11
644	5	44022	21453	5973	4094	2927	9575	13
645	4	1435	995	309	91	22	18	11
646	1	651	470	90	33	11	47	11
647	5	7935	5433	1454	720	150	178	11
648	2	320	235	42	13	6	24	11
649	4	1697	796	446	195	47	213	11
650	1	64396	52399	7198	1517	548	2734	13
651	4	79600	57987	9699	3967	1794	6153	14
652	2	15306	10696	2949	989	200	472	13
653	4	2161	1512	270	178	61	140	12
654	1	59721	44845	8599	2847	764	2666	14
655	1	62327	41901	13047	4207	935	2237	14
656	2	1910	1191	426	153	61	79	11
657	3	743	494	105	62	25	57	11
658	1	4716	3085	646	392	174	419	13
659	2	1482	892	262	174	56	98	13
660	1	3939	1195	1173	895	245	431	11
661	5	3475	2629	506	166	61	113	12
662	1	11674	9836	933	375	183	347	13
663	1	7010	4618	1179	594	211	408	13
664	4	650	322	117	70	29	112	11
665	5	1878	1139	128	137	84	390	12
666	5	1795	1154	195	122	82	242	12
667	4	2654	1346	484	276	147	401	11
668	1	423	229	62	34	21	77	11
669	4	53	36	6	7	2	2	11
670	2	729	449	160	55	15	50	11
671	4	797	515	96	63	38	85	11
672	4	500	197	68	64	50	121	11
673	2	1972	1219	482	147	51	73	11
674	1	1843	1254	211	129	73	176	12
675	1	3289	2223	630	277	68	91	11
676	1	10694	7210	2089	832	202	361	12
677	2	538	279	96	68	25	70	11
678	1	783	434	109	71	40	129	11
679	2	13927	8082	2654	1230	467	1494	13
680	2	3586	2162	517	336	150	421	13
681	2	2401	1518	300	199	108	276	12
682	4	1334	563	355	251	57	108	11
683	4	383	216	35	24	16	92	11
684	4	1048	463	93	83	63	346	11
685	1	2319	1458	306	171	89	295	11
686	1	1331	833	258	108	38	94	11
687	1	6481	4779	1020	355	97	230	12
688	1	3684	2497	508	288	120	271	11
689	4	2066	917	266	236	203	444	11
690	4	1834	1406	194	93	46	95	11
691	5	1848	1178	329	150	67	124	11
692	1	26746	17552	4003	2331	864	1996	13
693	1	4136	3299	451	187	45	154	11
694	1	7849	5345	1076	604	270	554	13
695	1	709	461	129	62	22	35	11
696	1	471	259	97	57	25	33	11
697	2	346	192	68	39	13	34	11
698	2	15425	9249	4205	1502	207	262	13
699	5	468	264	75	36	27	66	11
700	1	521140	386675	62641	32893	10756	28175	16
701	2	339622	271348	43831	12975	2959	8509	15
702	2	11960	10175	1059	302	115	309	13
703	5	9300	7088	1034	497	184	497	13
704	6	20269	12612	4594	1497	398	1168	13
705	4	2607	1676	379	220	99	233	11
706	4	1455	1005	168	100	39	143	11
707	1	616	310	57	61	41	147	11
708	4	219	141	31	18	12	17	11
709	4	96	67	15	4	2	8	11
